Sexo;Edad;Causas (lista reducida);Total
Hombres;De 75 a 79 años;Enfermedades hipertensivas;19
Hombres;De 75 a 79 años;Infarto agudo de miocardio;85
Hombres;De 75 a 79 años;Otras enfermedades;114
Hombres;De 75 a 79 años;Insuficiencia cardíaca;55
Hombres;De 75 a 79 años;Otras enfermedades;93
Hombres;De 75 a 79 años;Enfermedades cerebrovasculares;130
Hombres;De 75 a 79 años;Aterosclerosis;7
Hombres;De 75 a 79 años;Otras enfermedades;38
Hombres;De 75 a 79 años;Enfermedades del sistema respiratorio;383
Hombres;De 75 a 79 años;Influenza (gripe);6
Hombres;De 75 a 79 años;Neumonía;64
Hombres;De 75 a 79 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);133
Hombres;De 75 a 79 años;Asma;4
Hombres;De 75 a 79 años;Insuficiencia respiratoria;23
Hombres;De 75 a 79 años;Otras enfermedades;153
Hombres;De 75 a 79 años;Enfermedades del sistema digestivo;121
Hombres;De 75 a 79 años;Úlcera de estómago, duodeno y yeyuno;4
Hombres;De 75 a 79 años;Enteritis y colitis no infecciosas;2
Hombres;De 75 a 79 años;Enfermedad vascular intestinal;17
Hombres;De 75 a 79 años;Cirrosis y otras enfermedades crónicas del hígado;31
Hombres;De 75 a 79 años;Otras enfermedades;67
Hombres;De 75 a 79 años;Enfermedades de la piel y del tejido subcutáneo;9
Hombres;De 75 a 79 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;16
Hombres;De 75 a 79 años;Artritis reumatoide y osteoartrosis;2
Hombres;De 75 a 79 años;Osteoporosis y fractura patológica;6
Hombres;De 75 a 79 años;Otras enfermedades;8
Hombres;De 75 a 79 años;Enfermedades del sistema genitourinario;66
Hombres;De 75 a 79 años;Enfermedades del riñón y del uréter;45
Hombres;De 75 a 79 años;Enfermedades de los genitales;2
Hombres;De 75 a 79 años;Enfermedades de los genitales;0
Hombres;De 75 a 79 años;Otras enfermedades;19
Hombres;De 75 a 79 años;Embarazo, parto y puerperio;0
Hombres;De 75 a 79 años;Afecciones originadas en el periodo perinatal;0
Hombres;De 75 a 79 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Hombres;De 75 a 79 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 75 a 79 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 75 a 79 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 75 a 79 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;92
Hombres;De 75 a 79 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;76
Hombres;De 75 a 79 años;Senilidad;0
Hombres;De 75 a 79 años;Muerte súbita infantil;0
Hombres;De 75 a 79 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;16
Hombres;De 75 a 79 años;Causas externas de mortalidad;44
Hombres;De 75 a 79 años;Accidentes de tráfico;1
Hombres;De 75 a 79 años;Otros accidentes;0
Hombres;De 75 a 79 años;Caídas accidentales;16
Hombres;De 75 a 79 años;Ahogamiento, sumersión y sofocación accidentales;14
Hombres;De 75 a 79 años;Accidentes por fuego, humo y sustancias calientes;0
Hombres;De 75 a 79 años;Envenenamiento accidental por psicofármacos y drogas de abuso;3
Hombres;De 75 a 79 años;Otros envenenamientos accidentales;0
Hombres;De 75 a 79 años;Otros accidentes;3
Hombres;De 75 a 79 años;Suicidio y lesiones autoinfligidas;4
Hombres;De 75 a 79 años;Agresiones (Homicidio);0
Hombres;De 75 a 79 años;Eventos de intención no determinada;0
Hombres;De 75 a 79 años;Complicaciones de la atención médica y quirúrgica;3
Hombres;De 75 a 79 años;Otras causas externas y sus efectos tardíos;0
Hombres;De 80 a 84 años;Enfermedades infecciosas intestinales y parasitarias;55
Hombres;De 80 a 84 años;Enfermedades infecciosas intestinales y parasitarias;5
Hombres;De 80 a 84 años;Tuberculosis y sus efectos tardíos;1
Hombres;De 80 a 84 años;Enfermedad meningocócica;0
Hombres;De 80 a 84 años;Septicemia;28
Hombres;De 80 a 84 años;Hepatitis vírica;7
Hombres;De 80 a 84 años;SIDA;1
Hombres;De 80 a 84 años;VIH+;0
Hombres;De 80 a 84 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;13
Hombres;De 80 a 84 años;Tumores;1.173
Hombres;De 80 a 84 años;Tumores;8
Hombres;De 80 a 84 años;Tumores;17
Hombres;De 80 a 84 años;Tumores;71
Hombres;De 80 a 84 años;Tumores;124
Hombres;De 80 a 84 años;Tumores;47
Hombres;De 80 a 84 años;Tumores;61
Hombres;De 80 a 84 años;Tumores;54
Hombres;De 80 a 84 años;Otros tumores;24
Hombres;De 80 a 84 años;Tumores;13
Hombres;De 80 a 84 años;Tumores;283
Hombres;De 80 a 84 años;Otros tumores;11
Hombres;De 80 a 84 años;Tumores malignos;1
Hombres;De 80 a 84 años;Melanoma maligno de la piel;9
Hombres;De 80 a 84 años;Otros tumores;8
Hombres;De 80 a 84 años;Tumores;0
Hombres;De 80 a 84 años;Tumores;0
Hombres;De 80 a 84 años;Tumores;0
Hombres;De 80 a 84 años;Tumores;0
Hombres;De 80 a 84 años;Tumores malignos;0
Hombres;De 80 a 84 años;Tumores;95
Hombres;De 80 a 84 años;Tumores malignos;1
Hombres;De 80 a 84 años;Tumores;26
Hombres;De 80 a 84 años;Tumores;71
Hombres;De 80 a 84 años;Otros tumores;39
Hombres;De 80 a 84 años;Tumores;14
Hombres;De 80 a 84 años;Otros tumores;2
Hombres;De 80 a 84 años;Tumores;50
Hombres;De 80 a 84 años;Tumores malignos;55
Hombres;De 80 a 84 años;Leucemia;40
Hombres;De 80 a 84 años;Tumores in situ;0
Hombres;De 80 a 84 años;Tumores benignos;3
Hombres;De 80 a 84 años;Síndrome mielodisplásico;19
Hombres;De 80 a 84 años;Otros tumores;27
Hombres;De 80 a 84 años;Enfermedades de la sangre y de los órganos hematopoyéticos;8
Hombres;De 80 a 84 años;Enfermedades de la sangre y de los órganos hematopoyéticos;8
Hombres;De 80 a 84 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;0
Hombres;De 80 a 84 años;Enfermedades endocrinas, nutricionales y metabólicas;72
Hombres;De 80 a 84 años;Diabetes mellitus;44
Hombres;De 80 a 84 años;Otras enfermedades;28
Hombres;De 80 a 84 años;Trastornos mentales y del comportamiento;112
Hombres;De 80 a 84 años;Trastornos mentales y del comportamiento;109
Hombres;De 80 a 84 años;Trastornos mentales y del comportamiento;0
Hombres;De 80 a 84 años;Trastornos mentales y del comportamiento;0
Hombres;De 80 a 84 años;Trastornos mentales y del comportamiento;3
Hombres;De 80 a 84 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;197
Hombres;De 80 a 84 años;Meningitis;0
Hombres;De 80 a 84 años;Alzheimer;84
Hombres;De 80 a 84 años;Otras enfermedades;113
Hombres;De 80 a 84 años;Enfermedades del sistema circulatorio;870
Hombres;De 80 a 84 años;Enfermedades cardíacas reumáticas crónicas;10
Hombres;De 80 a 84 años;Enfermedades hipertensivas;61
Hombres;De 80 a 84 años;Infarto agudo de miocardio;120
Hombres;De 80 a 84 años;Otras enfermedades;150
Hombres;De 80 a 84 años;Insuficiencia cardíaca;144
Hombres;De 80 a 84 años;Otras enfermedades;142
Hombres;De 80 a 84 años;Enfermedades cerebrovasculares;178
Hombres;De 80 a 84 años;Aterosclerosis;12
Hombres;De 80 a 84 años;Otras enfermedades;53
Hombres;De 80 a 84 años;Enfermedades del sistema respiratorio;688
Hombres;De 80 a 84 años;Influenza (gripe);9
Hombres;De 80 a 84 años;Neumonía;134
Hombres;De 80 a 84 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);233
Hombres;De 80 a 84 años;Asma;0
Hombres;De 80 a 84 años;Insuficiencia respiratoria;35
Hombres;De 80 a 84 años;Otras enfermedades;277
Hombres;De 80 a 84 años;Enfermedades del sistema digestivo;188
Hombres;De 80 a 84 años;Úlcera de estómago, duodeno y yeyuno;3
Hombres;De 80 a 84 años;Enteritis y colitis no infecciosas;1
Hombres;De 80 a 84 años;Enfermedad vascular intestinal;19
Hombres;De 80 a 84 años;Cirrosis y otras enfermedades crónicas del hígado;26
Hombres;De 80 a 84 años;Otras enfermedades;139
Hombres;De 80 a 84 años;Enfermedades de la piel y del tejido subcutáneo;10
Hombres;De 80 a 84 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;22
Hombres;De 80 a 84 años;Artritis reumatoide y osteoartrosis;2
Hombres;De 80 a 84 años;Osteoporosis y fractura patológica;9
Hombres;De 80 a 84 años;Otras enfermedades;11
Hombres;De 80 a 84 años;Enfermedades del sistema genitourinario;132
Hombres;De 80 a 84 años;Enfermedades del riñón y del uréter;70
Hombres;De 80 a 84 años;Enfermedades de los genitales;5
Hombres;De 80 a 84 años;Enfermedades de los genitales;0
Hombres;De 80 a 84 años;Otras enfermedades;57
Hombres;De 80 a 84 años;Embarazo, parto y puerperio;0
Hombres;De 80 a 84 años;Afecciones originadas en el periodo perinatal;0
Hombres;De 80 a 84 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Hombres;De 80 a 84 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 80 a 84 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 80 a 84 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 80 a 84 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;118
Hombres;De 80 a 84 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;94
Hombres;De 80 a 84 años;Senilidad;0
Hombres;De 80 a 84 años;Muerte súbita infantil;0
Hombres;De 80 a 84 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;24
Hombres;De 80 a 84 años;Causas externas de mortalidad;96
Hombres;De 80 a 84 años;Accidentes de tráfico;8
Hombres;De 80 a 84 años;Otros accidentes;0
Hombres;De 80 a 84 años;Caídas accidentales;28
Hombres;De 80 a 84 años;Ahogamiento, sumersión y sofocación accidentales;25
Hombres;De 80 a 84 años;Accidentes por fuego, humo y sustancias calientes;2
Hombres;De 80 a 84 años;Envenenamiento accidental por psicofármacos y drogas de abuso;3
Hombres;De 80 a 84 años;Otros envenenamientos accidentales;0
Hombres;De 80 a 84 años;Otros accidentes;9
Hombres;De 80 a 84 años;Suicidio y lesiones autoinfligidas;7
Hombres;De 80 a 84 años;Agresiones (Homicidio);1
Hombres;De 80 a 84 años;Eventos de intención no determinada;0
Hombres;De 80 a 84 años;Complicaciones de la atención médica y quirúrgica;13
Hombres;De 80 a 84 años;Otras causas externas y sus efectos tardíos;0
Hombres;De 85 a 89 años;Enfermedades infecciosas intestinales y parasitarias;54
Hombres;De 85 a 89 años;Enfermedades infecciosas intestinales y parasitarias;14
Hombres;De 85 a 89 años;Tuberculosis y sus efectos tardíos;2
Hombres;De 85 a 89 años;Enfermedad meningocócica;1
Hombres;De 85 a 89 años;Septicemia;19
Hombres;De 85 a 89 años;Hepatitis vírica;3
Hombres;De 85 a 89 años;SIDA;0
Hombres;De 85 a 89 años;VIH+;0
Hombres;De 85 a 89 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;15
Hombres;De 85 a 89 años;Tumores;985
Hombres;De 85 a 89 años;Tumores;6
Hombres;De 85 a 89 años;Tumores;8
Hombres;De 85 a 89 años;Tumores;49
Hombres;De 85 a 89 años;Tumores;106
Hombres;De 85 a 89 años;Tumores;44
Hombres;De 85 a 89 años;Tumores;36
Hombres;De 85 a 89 años;Tumores;46
Hombres;De 85 a 89 años;Otros tumores;19
Hombres;De 85 a 89 años;Tumores;8
Hombres;De 85 a 89 años;Tumores;181
Hombres;De 85 a 89 años;Otros tumores;4
Hombres;De 85 a 89 años;Tumores malignos;0
Hombres;De 85 a 89 años;Melanoma maligno de la piel;6
Hombres;De 85 a 89 años;Otros tumores;17
Hombres;De 85 a 89 años;Tumores;2
Hombres;De 85 a 89 años;Tumores;0
Hombres;De 85 a 89 años;Tumores;0
Hombres;De 85 a 89 años;Tumores;0
Hombres;De 85 a 89 años;Tumores malignos;0
Hombres;De 85 a 89 años;Tumores;156
Hombres;De 85 a 89 años;Tumores malignos;2
Hombres;De 85 a 89 años;Tumores;21
Hombres;De 85 a 89 años;Tumores;64
Hombres;De 85 a 89 años;Otros tumores;28
Hombres;De 85 a 89 años;Tumores;9
Hombres;De 85 a 89 años;Otros tumores;0
Hombres;De 85 a 89 años;Tumores;37
Hombres;De 85 a 89 años;Tumores malignos;43
Hombres;De 85 a 89 años;Leucemia;38
Hombres;De 85 a 89 años;Tumores in situ;0
Hombres;De 85 a 89 años;Tumores benignos;2
Hombres;De 85 a 89 años;Síndrome mielodisplásico;28
Hombres;De 85 a 89 años;Otros tumores;25
Hombres;De 85 a 89 años;Enfermedades de la sangre y de los órganos hematopoyéticos;21
Hombres;De 85 a 89 años;Enfermedades de la sangre y de los órganos hematopoyéticos;20
Hombres;De 85 a 89 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;1
Hombres;De 85 a 89 años;Enfermedades endocrinas, nutricionales y metabólicas;125
Hombres;De 85 a 89 años;Diabetes mellitus;87
Hombres;De 85 a 89 años;Otras enfermedades;38
Hombres;De 85 a 89 años;Trastornos mentales y del comportamiento;200
Hombres;De 85 a 89 años;Trastornos mentales y del comportamiento;199
Hombres;De 85 a 89 años;Trastornos mentales y del comportamiento;1
Hombres;De 85 a 89 años;Trastornos mentales y del comportamiento;0
Hombres;De 85 a 89 años;Trastornos mentales y del comportamiento;0
Hombres;De 85 a 89 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;247
Hombres;De 85 a 89 años;Meningitis;1
Hombres;De 85 a 89 años;Alzheimer;130
Hombres;De 85 a 89 años;Otras enfermedades;116
Hombres;De 85 a 89 años;Enfermedades del sistema circulatorio;1.122
Hombres;De 85 a 89 años;Enfermedades cardíacas reumáticas crónicas;9
Hombres;De 85 a 89 años;Enfermedades hipertensivas;78
Hombres;De 85 a 89 años;Infarto agudo de miocardio;168
Hombres;De 85 a 89 años;Otras enfermedades;208
Hombres;De 85 a 89 años;Insuficiencia cardíaca;190
Hombres;De 85 a 89 años;Otras enfermedades;210
Hombres;De 85 a 89 años;Enfermedades cerebrovasculares;204
Hombres;De 85 a 89 años;Aterosclerosis;8
Hombres;De 85 a 89 años;Otras enfermedades;47
Hombres;De 85 a 89 años;Enfermedades del sistema respiratorio;930
Hombres;De 85 a 89 años;Influenza (gripe);13
Hombres;De 85 a 89 años;Neumonía;192
Hombres;De 85 a 89 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);273
Hombres;De 85 a 89 años;Asma;4
Hombres;De 85 a 89 años;Insuficiencia respiratoria;45
Hombres;De 85 a 89 años;Otras enfermedades;403
Hombres;De 85 a 89 años;Enfermedades del sistema digestivo;219
Hombres;De 85 a 89 años;Úlcera de estómago, duodeno y yeyuno;6
Hombres;De 85 a 89 años;Enteritis y colitis no infecciosas;3
Hombres;De 85 a 89 años;Enfermedad vascular intestinal;24
Hombres;De 85 a 89 años;Cirrosis y otras enfermedades crónicas del hígado;15
Hombres;De 85 a 89 años;Otras enfermedades;171
Hombres;De 85 a 89 años;Enfermedades de la piel y del tejido subcutáneo;20
Hombres;De 85 a 89 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;39
Hombres;De 85 a 89 años;Artritis reumatoide y osteoartrosis;2
Hombres;De 85 a 89 años;Osteoporosis y fractura patológica;18
Hombres;De 85 a 89 años;Otras enfermedades;19
Hombres;De 85 a 89 años;Enfermedades del sistema genitourinario;201
Hombres;De 85 a 89 años;Enfermedades del riñón y del uréter;108
Hombres;De 85 a 89 años;Enfermedades de los genitales;9
Hombres;De 85 a 89 años;Enfermedades de los genitales;0
Hombres;De 85 a 89 años;Otras enfermedades;84
Hombres;De 85 a 89 años;Embarazo, parto y puerperio;0
Hombres;De 85 a 89 años;Afecciones originadas en el periodo perinatal;0
Hombres;De 85 a 89 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;3
Hombres;De 85 a 89 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 85 a 89 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 85 a 89 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;3
Hombres;De 85 a 89 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;130
Hombres;De 85 a 89 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;98
Hombres;De 85 a 89 años;Senilidad;2
Hombres;De 85 a 89 años;Muerte súbita infantil;0
Hombres;De 85 a 89 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;30
Hombres;De 85 a 89 años;Causas externas de mortalidad;111
Hombres;De 85 a 89 años;Accidentes de tráfico;1
Hombres;De 85 a 89 años;Otros accidentes;0
Hombres;De 85 a 89 años;Caídas accidentales;40
Hombres;De 85 a 89 años;Ahogamiento, sumersión y sofocación accidentales;32
Hombres;De 85 a 89 años;Accidentes por fuego, humo y sustancias calientes;2
Hombres;De 85 a 89 años;Envenenamiento accidental por psicofármacos y drogas de abuso;4
Hombres;De 85 a 89 años;Otros envenenamientos accidentales;0
Hombres;De 85 a 89 años;Otros accidentes;15
Hombres;De 85 a 89 años;Suicidio y lesiones autoinfligidas;13
Hombres;De 85 a 89 años;Agresiones (Homicidio);1
Hombres;De 85 a 89 años;Eventos de intención no determinada;0
Hombres;De 85 a 89 años;Complicaciones de la atención médica y quirúrgica;3
Hombres;De 85 a 89 años;Otras causas externas y sus efectos tardíos;0
Hombres;De 90 a 94 años;Enfermedades infecciosas intestinales y parasitarias;38
Hombres;De 90 a 94 años;Enfermedades infecciosas intestinales y parasitarias;12
Hombres;De 90 a 94 años;Tuberculosis y sus efectos tardíos;2
Hombres;De 90 a 94 años;Enfermedad meningocócica;0
Hombres;De 90 a 94 años;Septicemia;15
Hombres;De 90 a 94 años;Hepatitis vírica;4
Hombres;De 90 a 94 años;SIDA;0
Hombres;De 90 a 94 años;VIH+;0
Hombres;De 90 a 94 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;5
Hombres;De 90 a 94 años;Tumores;498
Hombres;De 90 a 94 años;Tumores;11
Hombres;De 90 a 94 años;Tumores;0
Hombres;De 90 a 94 años;Tumores;24
Hombres;De 90 a 94 años;Tumores;40
Hombres;De 90 a 94 años;Tumores;15
Hombres;De 90 a 94 años;Tumores;16
Hombres;De 90 a 94 años;Tumores;20
Hombres;De 90 a 94 años;Otros tumores;10
Hombres;De 90 a 94 años;Tumores;4
Hombres;De 90 a 94 años;Tumores;59
Hombres;De 90 a 94 años;Otros tumores;0
Hombres;De 90 a 94 años;Tumores malignos;1
Hombres;De 90 a 94 años;Melanoma maligno de la piel;3
Hombres;De 90 a 94 años;Otros tumores;11
Hombres;De 90 a 94 años;Tumores;2
Hombres;De 90 a 94 años;Tumores;0
Hombres;De 90 a 94 años;Tumores;0
Hombres;De 90 a 94 años;Tumores;0
Hombres;De 90 a 94 años;Tumores malignos;0
Hombres;De 90 a 94 años;Tumores;102
Hombres;De 90 a 94 años;Tumores malignos;0
Hombres;De 90 a 94 años;Tumores;8
Hombres;De 90 a 94 años;Tumores;42
Hombres;De 90 a 94 años;Otros tumores;22
Hombres;De 90 a 94 años;Tumores;6
Hombres;De 90 a 94 años;Otros tumores;1
Hombres;De 90 a 94 años;Tumores;20
Hombres;De 90 a 94 años;Tumores malignos;30
Hombres;De 90 a 94 años;Leucemia;12
Hombres;De 90 a 94 años;Tumores in situ;0
Hombres;De 90 a 94 años;Tumores benignos;6
Hombres;De 90 a 94 años;Síndrome mielodisplásico;16
Hombres;De 90 a 94 años;Otros tumores;17
Hombres;De 90 a 94 años;Enfermedades de la sangre y de los órganos hematopoyéticos;15
Hombres;De 90 a 94 años;Enfermedades de la sangre y de los órganos hematopoyéticos;13
